Date,Title,Close,High,Low,Open,Volume
02-07-2025 09:00,"Nifty prediction today as July 02 , 2025 : Supports coming up . Go long on dips",25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 09:00,"Nifty prediction todayas July 02 , 2025 : Supports coming up . Go long on dips",25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 09:15,Indian non - bank lender HDB Financial valuation soars to $8b in trading debut,25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 11:45,Does MACD Work in India ? 25 - Year Backtest on Nifty Indices,25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 12:00,"Financials Drag Nifty , Sensex To Closer Lower On Wednesday",25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 17:30,Trade setup for July 3 : Top 15 things to know before the opening bell,25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 17:30,"Sensex , Nifty Close Lower as Investors Turn Cautious Ahead of Trump Tariff Deadline",25453.40039,25608.09961,25378.75,25588.30078,309800
02-07-2025 18:15,"Trading Plan : Can Nifty 50 hold 25 , 400 , Bank Nifty find support at 56 , 800 ? ",25453.40039,25608.09961,25378.75,25588.30078,309800
03-07-2025 02:30,"Dalal Street likely to see another flat start , investors await Q1 earnings ; levels to track on July 3",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 02:30,"Stock Market LIVE Updates : GIFT Nifty indicates a firm start ; US , Asian markets gain",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 02:30,Beyond borders : Why global investing makes sense for Indian portfolios,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 03:15,India equity benchmarks to open higher as investors focus on trade deals,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 04:00,Stocks to buy underaaÇ100 : Experts recommend three shares to buy today 3 July 2025,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 04:00,Stock market today : Trade setup for Nifty 50 to global markets ; Five stocks to buy or sell Thursday 3 July 2025,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 04:00,Buy or sell : Vaishali Parekh recommends three stocks to buy today 3 July 2025,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 04:15,"Markets positive : Nifty above 25 , 500 , Sensex rises 130 points",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 04:45,"Stock Market Live Updates 3 July 2025 : Sensex , Nifty edge up in early trade",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 04:45,Indian shares inch higher at the open on trade deal optimism,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 05:15,"Sensex flat , Nifty under 25 , 500 on weekly expiry ; IT , metals outshine",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 05:15,"Nifty 50 Top Gainers : Asian Paints , M & M , ONGC , Tata Steel , Hindalco stocks lead today in intraday trading",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 05:15,"Indian markets open in green , volatility will remain till US - India trade deal decisions : Experts",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 05:30,"IndusInd Bank , Hero MotoCorp may exit Nifty to make way for IndiGo , Max Healthcare : Nuvama",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 06:15,Markets open mixed as trade deal hopes counter FII selling pressure,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 07:00,Shrinking profit margins unwind popular  Make in India  trade in electronics,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 07:30,"Nifty holds above 25 , 500 on expiry day , Sensex gains over 200 points ; banking , financial stocks drag",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 08:30,"Israel - Iran ceasefire : Is it right time to book profit in gold and invest in Nifty 50 , Sensex - listed stocks ? ",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 09:00,Nifty Smallcap 250 Rises 17 . 83 % In Q1 FY26 ; Midcap 150 Up 15 % ,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 10:15,"Meesho files confidential draft papers foraaÇ4 , 250 cr IPO",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 10:15,Shimona Chadha Joins Persistent as Chief Marketing Officer,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 10:30,"CNBC Inside India newsletter : Peaked , paused , and poised ? India market reboot at half - time",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 10:45,Indian stocks down as profit booking in financials overshadows trade deal optimism,25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 11:00,"Sensex falls 170 points , Nifty 50 settles at 25 , 405 10 key highlights from Indian stock market today",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 11:15,"Asia And Europe Markets Mixed , Dollar Near 3 - Year Lows - Global Markets Today While US Slept - SmartETFs Asia Pacific Dividend Builder ETF ( ARCA : ADIV ) ",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 12:00,"Technical View : As momentum seems to fade in Nifty , further consolidation with negative bias cant be ruled out",25405.30078,25587.5,25384.34961,25505.09961,293400
03-07-2025 14:30,"Sitaare Zameen Par : Gold , silver and global funds shine brighter than domestic equity stars",25405.30078,25587.5,25384.34961,25505.09961,293400
04-07-2025 00:30,"How Balrampur Chini , EID Parry are stirring up gains amid melting sugar stocks",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 01:00,Top three stocks to buy today recommended by Ankush Bajaj for 4 July,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 01:00,Best stock recommendations today : MarketSmith India top picks for 4 July,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 01:00,Stocks to buy today : Trade Brains recommends two stocks for 4 July,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 01:45,"Day Trading Guide for July 4 , 2025 : Intraday supports , resistances for Nifty50 stocks",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 03:00,Jane Street barred from Indian markets as regulator freezes $566 million over Nifty 50 manipulation claims,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 03:45,Indian shares to open flat after regulator bars Jane Street from local market,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:00,Stocks to buy underaaÇ100 : Experts recommend three shares to buy today 4 July 2025,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:00,"Indian stock market : 10 things that changed for market overnight - Gift Nifty , Big Beautiful Bill , to US nonfarm payrolls",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:00,Stock market today : Trade setup for Nifty 50 to global markets ; Eight stocks to buy or sell Friday 4 July 2025,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:30,"Nifty 50 , Sensex likely to continue range - bound trade ; check key levels to track on July 4",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:30,"Sensex sees flat start , Nifty hovers above 25 , 400 as volatility spikes ; IT , FMCG stocks lead",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:30,"Stock Market LIVE Updates : Nifty 25 , 400 , Sensex flat ; Nuvama Wealth down 5 %, Marico gains 4 % ",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:30,Jane Street barred from Indian markets as regulator freezes $566 million over Nifty 50 manipulation claims,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 04:30,"Indian shares open flat as Jane Street ban , trade deal caution weigh",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:00,Shares to open flat after SEBI bars Jane Street from market,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:00,HDFC Bank deposit growth outpaces loans in first quarter - The Hindu BusinessLine,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:15,Jane Street barred from Indian markets as regulator freezes $566 million over Nifty 50 manipulation claims,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:15,"Indian shares flat as investors weigh Jane Street ban , trade developments",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:45,"Nifty , Sensex open with marginal gains , SEBI order on JS Group may impact derivative volumes : Expert",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:45,Trent shares plunge 9 % on Nuvama downgrade : 3 crucial concerns now,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 05:45,Jane Street barred from Indian markets as regulator freezes $566 million over Nifty 50 manipulation claims,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 06:00,Jane Street Banned From India After Market Regulator Alleges  Intra - Day Index Manipulation  ,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 06:30,Why is the Indian stock market trading rangebound ? India - US trade deal to Q1 results 2025 explained with 5 key reasons,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 06:30,"Indian stock market opens marginally up , Nifty above 25 , 400",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 06:45,Jane Street effect : Nuvama shares slump 7 % after Sebi order . What the connection ? ,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 06:45,"Nifty , Sensex open with marginal gains , SEBI order on JS Group may impact derivative volumes : Expert",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 09:30,Jane Street SEBI Ban Live : Jane Street banned from Indian securities market,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 09:30,"Nifty Prediction Todayas July 04 , 2025 : Support holds but the bounce lacks strength . Stay out . ",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 09:30,"Nifty Prediction Today as July 04 , 2025 : Support holds but the bounce lacks strength . Stay out . ",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 09:45,"Indian stock market opens marginally up , Nifty above 25 , 400",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 10:00,How Sebi crackdown on Jane Street unfolded : A 15 - month trail of scrutiny and ignored warnings,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 10:00,Expert view : Indian stock market may hit a record high during the festive season ; pharma can be a strong contra bet,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 10:00,"SEBI bans Jane Street : REVEALED ! List of Nifty 50 , Bank Nifty stocks that US brokerage targeted",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 13:30,"Indian markets open in green , volatility will remain till US - India trade deal decisions : Experts",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 17:15,Final Trade July 03 : Markets Slip Amid Volatile Expiry ; Sensex Drops 170 Ptsas The Indian Awaaz,25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 17:30,"SEBI to continue probing Jane Street trades in other indices , expiries , patterns",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 21:15,"Nifty Holds Above 25 , 400 as Indian Stock Market Opens Higher",25461,25470.25,25331.65039,25428.84961,193500
04-07-2025 23:45,"Sensex , Nifty Snap Four - Day Winning Streak as Investors Book Profits",25461,25470.25,25331.65039,25428.84961,193500
05-07-2025 04:00,Indian stock market : Experts unveil this strategy as 90 - day pause in Trump tariff deadline approaches,25461.30078,25489.80078,25407.25,25450.44922,196100
05-07-2025 04:00,Buy or sell : Sumeet Bagadia recommends three stocks to buy on Monday - 7 July 2025,25461.30078,25489.80078,25407.25,25450.44922,196100
05-07-2025 04:45,Jane Street fallout : Derivatives trading volumes may be hit,25461.30078,25489.80078,25407.25,25450.44922,196100
05-07-2025 09:15,Sebi ban on Jane Street ! Uday Kotak flags 3 big concerns that plague Indian stock market,25461.30078,25489.80078,25407.25,25450.44922,196100
05-07-2025 16:45,Index Outlook : A Blip Before The Rise - The Hindu BusinessLine,25461.30078,25489.80078,25407.25,25450.44922,196100
05-07-2025 16:45,F & O Tracker : Index Futures May Regain Ground - The Hindu BusinessLine,25461.30078,25489.80078,25407.25,25450.44922,196100
06-07-2025 00:30,3  Boring  Stocks to add to your watchlist - Stock Insights News,25461.30078,25489.80078,25407.25,25450.44922,196100
06-07-2025 07:00,Stocks to buy underaaÇ100 : Sumeet Bagadia recommends three shares to buy on Monday - 6 July 2025,25461.30078,25489.80078,25407.25,25450.44922,196100
06-07-2025 08:30,Jane Street case : Shankar Sharma raises concerns over exchange oversight,25461.30078,25489.80078,25407.25,25450.44922,196100
06-07-2025 12:00,"Dalal Street This Week : From U . S Tariff Deadline To Q1 Earnings , Here Are Few Factors That Will Keep Investors Busy This Week",25461.30078,25489.80078,25407.25,25450.44922,196100
06-07-2025 17:45,Trade setup for July 7 : Top 15 things to know before the opening bell,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,Top three stocks to buy today recommended by Ankush Bajaj for 7 July,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,Stocks to buy today : Trade Brains Portal recommends two stocks for 7 July,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,"Nifty 50 , Sensex today : What to expect from Indian stock market in trade on July 7",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,Stock market today : Trade setup for Nifty 50 to global markets ; Eight stocks to buy or sell Monday 7 July 2025,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,"Indian stock market : 8 things that changed for market over weekend - Gift Nifty , Trump tariffs to US - India trade talks",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,Buy or sell : Vaishali Parekh recommends three stocks to buy today 7 July 2025,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 02:30,Best stock recommendations today : MarketSmith India top picks for 7 July,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:00,Rs 1 crore in Mutual Funds by 33 : One man journey that redefines  easy money  - Money News,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:00,"How will markets open today ? GIFT Nifty flat , Trump trade deal nears , oil and 6 other cues at this hour - Market News",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:00,"From Tata Steel , IndusInd Bank to BEMLas Here are 10 stocks to watch",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:00,India stock benchmarks to open flat on caution ahead of US tariff deadline,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:15,"Valuation froth has moderated after market correction , good reason to bet on high - growth and high - quality mid - cap stocks , per Sundaram Alternate Assets MD",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:15,"Rare earth , copper mining : What lies in store for India investors ? Amit Gupta explains",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:30,"Stock Market Live Updates 7 July 2025 : Sensex , Nifty may open flat amid global trade talks , IT results in focus",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:45,"Sensex , Nifty set for subdued start to the week ; key levels to track on July 7",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:45,"Daily Voice : Amid global trade shifts , focus on companies with domestic strength , says Enam Jiten Doshi",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:45,Moneycontrol Pro Market Outlook | Trade deal progress to determine market moves in coming days,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 03:45,"Stock Market LIVE Updates : GIFT Nifty suggests a muted start ; Dhanlaxmi Bank , Kalyan Jewellers , RVNL , Bocon in focus",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 05:30,Indian shares muted as consumer stocks offset broader losses amid tariff uncertainty,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 05:30,"Rupee weighed down by weak Asia FX , interbank dollar bids",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 05:30,"Market Opening Bell : Sensex opens in red , Nifty holds 25 , 450 , FMCG stocks in action",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 05:30,"Nifty Prediction Today as July 07 , 2025 : Can go either way . Stay out of the market",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 05:30,"Weekly Musingsas Index performance for week ended July 04 , 2025",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 06:30,"Nifty , Sensex open flat ; experts note tariff deadline may be extended till August",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 08:00,"Indian stock market : Sensex , Nifty 50 remain volatile ahead of trade deal uncertainty . Key technical levels to watch out",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 08:00,Shrunk ! July sees drop in flights across India,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 08:30,Asian markets open : equities decline on US tariff uncertainty ; Sensex opens muted,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 08:30,European Markets Seen Opening Mixed On Monday,25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 08:45,"Nifty , Sensex open flat ; tariff deadline may extend to August",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 09:30,"Sensex , Nifty trade flat as investors stay cautious ahead of US - India tariff deadline",25461.30078,25489.80078,25407.25,25450.44922,196100
07-07-2025 23:00,European Markets Seen Opening Positive On Tuesday,25461.30078,25489.80078,25407.25,25450.44922,196100
08-07-2025 01:45,Nifty 50 Q1 earnings : Nifty 50 companies to see 4 . 6 % net profit growth amid mixed sector performance,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 02:15,"Day Trading Guide for July 8 , 2025 : Intraday supports , resistances for Nifty50 stocks",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 03:00,Indian shares to open muted on tariff jitters ; Trump says India deal close,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 03:30,"Stock Market LIVE Updates : GIFT Nifty hints a flat start ; Titan , Navin Fluorine , Kotak Bank in focus",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 03:30,"Lake Shore Real Share Price , Lake Shore Real Stock Price , Lake Shore Realty Ltd . Stock Price , Share Price , Live BSE / NSE , Lake Shore Realty Ltd . Bids Offers . Buy / Sell Lake Shore Realty Ltd . news & tips , & F & O Quotes , NSE / BSE Forecas...",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 04:15,"Markets muted as investors eye announcement on India - US trade deal ; Nifty near 25 , 400 , Sensex falls 100 points",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 04:15,India stock benchmarks off to a muted start on tariff jitters ; Trump says India deal close,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 04:45,"Who climbed the ladder , who ceded ground inside Amfi market cap rejig",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 04:45,"Stock market today : Sensex , Nifty 50 trade rangebound amid Trump tariffs uncertainty ; experts unveil this strategy",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 04:45,"With 4 trillion already in , are DIIs the new market movers from here on ? ",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 06:30,"Bharat Electronics , M & M to Infosys These 28 Nifty 50 stocks are trading at rich valuations",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 06:30,Bajaj Holdings share price falls 2 . 03 % in morning trade,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 06:30,"Asian Stocks Climb Despite Trump Tariff Threats , Eyes on RBA Rate Cut",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:00,"Nifty Prediction Today as July 08 , 2025 : Stuck in a narrow range . Stay out of the market",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:00,"Nifty Prediction Todayas July 08 , 2025 : Stuck in a narrow range . Stay out of the market",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:15,"Infosys shares among top gainers on Nifty 50 , rise 0 . 34 % ",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:15,India Inc to report modest Q1 - Industry News | The Financial Express,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:45,"Retaggio Ind Share Price , Retaggio Ind Stock Price , Retaggio Industries Ltd . Stock Price , Share Price , Live BSE / NSE , Retaggio Industries Ltd . Bids Offers . Buy / Sell Retaggio Industries Ltd . news & tips , & F & O Quotes , NSE / BSE Forecas...",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:45,"Globe Civil Pro Share Price , Globe Civil Pro Stock Price , Globe Civil Projects Ltd . Stock Price , Share Price , Live BSE / NSE , Globe Civil Projects Ltd . Bids Offers . Buy / Sell Globe Civil Projects Ltd . news & tips , & F & O Quotes , NSE / BS...",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:45,"3C IT Solutions Share Price , 3C IT Solutions Stock Price , 3C IT Solutions & Telecom India Ltd . Stock Price , Share Price , Live BSE / NSE , 3C IT Solutions & Telecom India Ltd . Bids Offers . Buy / Sell 3C IT Solutions & Telecom India Ltd . news &...",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:45,"Nifty , Sensex open flat in red as Trump tariffs take centre stage , investors await clarity",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 07:45,Bosch stock falls marginally amid high volume in today session,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 08:30,"Shares to buy in short term : Mehta Equitie Riyank suggests KRN Heat , Senco , Balaji Amines stock to buy in near term",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 10:45,"Sensex rises 270 points , Nifty 50 settles above 25 , 500 10 key highlights from Indian stock market today",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 10:45,"Top Gainers and Losers on July 08 : Alok Industries , KPR Mill , Waaree Energies , NHPC among top gainers today",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 10:45,"Stock market today : 51 stocks hit 52 - week lows , 128 stocks at 52 - week high as Nifty 50 , Sensex end higher",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 11:00,Financials lead Indian equity benchmarks higher ; tariff jitters cap gains,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 11:15,"Top gainers & losers 8th July 2025 : Sensex , Nifty 50 flat , Kotak , Trent , BSE , JP Power , PC Jeweller & more stocks in action",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 11:30,Stocks Surged updates : Sensex rises ! These stocks surged over 5 % on BSE,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 12:30,"Global markets : What Trump tariff pause extension for Japan , South Korea mean for US stock market ? EXPLAINED",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 12:30,Stocks Surged : Sensex rises ! These stocks gained over 10 % on BSE,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 12:30,US stock futures steady as markets look to rebound from Trump tariff jitters,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 13:30,S & P 500 futures are little changed as investors look to recover from Monday tariffs shock : Live updates,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 15:00,"Trump tariff delay gets in the way of Fed rate cut , says Deutsche Bank",25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 16:15,Asia Pacific Markets Updates - Thailand Business News,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 16:45,Markets trade rangebound amid uncertainty over India - US trade deal,25522.5,25548.05078,25424.15039,25427.84961,210400
08-07-2025 17:30,Trade setup for July 9 : Top 15 things to know before the opening bells,25522.5,25548.05078,25424.15039,25427.84961,210400
09-07-2025 02:30,Stocks to buy today : Trade Brains Portal recommends two stocks for 9 July,25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 02:30,"Indian stock market : 8 key things that changed for market overnight - Gift Nifty , Trump tariffs , to copper prices",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 02:30,"Stock market today : Trade setup for Nifty 50 , Trump tariffs to global markets ; Eight stocks to buy or sell on Wednesday",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 02:30,Why Indian promoters are no longer rushing to delist,25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 03:00,"Nifty , Sensex likely to see further consolidation , pharma in focus ; key levels to watch on July 9",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 03:15,Indian stock benchmarks set to open flat as Trump threatens pharma tariffs,25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 04:15,Indian stock benchmarks open flat after Trump threatens pharma tariffs,25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 04:45,"Sensex Today | Stock Market LIVE Updates : Sensex drops over 100 pts , Nifty below 25 , 500 ; Wipro , L & T top laggards",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 04:45,"From Laurus Labs , Lupin to Biocon Pharma stocks rise up to 3 % despite Trump 200 % tariff threat",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 07:00,Rupee slips as trade worries keep Asia FX on the defensive,25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 07:45,"Q1FY26 Results Preview : Nifty 50 companies likely to post 5 % profit growth in June quarter , led by THIS sector",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 08:15,"India mutual fund investors chase equities , gold and silver in quest for returns",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 08:30,"Top gainers & losers today on NSE , BSE : Sensex , Nifty 50 flat , Metal stocks Vedanta , Hindustan Zinc , Tata Steel drag , Crizac jumps 9 % ",25476.09961,25548.69922,25424.34961,25514.59961,239100
09-07-2025 08:30,"Bulls and bears stay on sidelines as Nifty , Sensex struggle for direction , volatility cools",25476.09961,25548.69922,25424.34961,25514.59961,239100
