Date,title
2025-08-22T21:05:28Z,Starbucks Throttles Operations at US Coffee Plants to Curb Costs
2025-08-22T20:38:59Z,Stocks Rally Sharply on Dovish Fed Chair Powell
2025-08-22T18:28:04Z,"Forest Soil Health Cards for J&K: DG, ICFRE"
2025-08-22T18:12:14Z,"Free Movement Regime helps map 42,000 Myanmar nationals since Dec: Biren Singh"
2025-08-22T16:03:39Z,SEBI Proposes Changes To Block Deal Rules
2025-08-22T16:00:00Z,Brent Crude Shrugs Off Stock Slump
2025-08-22T15:53:03Z,"Nifty rejig: IndiGo, Max Healthcare to replace IndusInd Bank, Hero MotoCorp"
2025-08-22T15:47:59Z,SEBI proposes revised closing auction session to set final stock prices
2025-08-22T15:47:59Z,SEBI proposes revised closing auction session to set final stock prices
2025-08-22T15:46:39Z,"IndiGo, Max Healthcare Set to Join India's Benchmark Nifty Index"
2025-08-22T15:25:36Z,"CRYPTO PUMPS AFTER JEROME POWELL SPEECH, ETH CLOSE TO ATH, ALTS & MEMES PUMP"
2025-08-22T15:03:32Z,Sebi proposes changes to block deal framework
2025-08-22T15:00:51Z,"Nifty Rejig: IndiGo, Max Health In, IndusInd Bank And Hero MotoCorp Out"
2025-08-22T15:00:08Z,"PUBG Mobile's ""blockbuster"" collaborations aren't stopping anytime soon"
2025-08-22T14:48:00Z,R Systems acquires Novigo to deepen agentic AI and low-code engineering capabilities
2025-08-22T14:29:00Z,HyOrc Corporation Announces Effective Market Name/Symbol Change; Advances Green Methanol Projects and Hydrogen Locomotive Program
2025-08-22T14:14:02Z,OpenAI says Namaste India; ET Startup Awards are back
2025-08-22T14:04:41Z,"OpenAI sets up a legal entity and plans to open its first office in India after launching ChatGPT Go, its cheapest plan, in the country on August 19"
2025-08-22T14:03:58Z,Mirae Asset Investment Managers to sharpen focus on Chennai
2025-08-22T14:03:58Z,Mirae Asset Investment Managers'sô AUM in Chennai rises to ‚Çπ3.32 lakh crore in 2025
2025-08-22T14:03:58Z,Mirae Asset Investment Managers'sô AUM in Chennai rises to ‚Çπ3.32 lakh crore in 2025
2025-08-22T14:00:00Z,"Efficiency analysis of listed pharmaceutical companies in China: A method combining three-stage DEA with undesirable output, PCA, and tobit regression"
2025-08-22T13:41:54Z,"'Don't Give Tips Or Advisory Services', Claims Finfluencer Avadhut Sathe Amid SEBI Scrutiny"
2025-08-22T13:01:17Z,Sebi issues advisory on social media entities touting FPI/FII market access; flags 5 misleading claims
2025-08-22T12:12:38Z,Trump's Tariff Threats Can'sôt Stand in the Way of India's Solar Goals
2025-08-22T11:50:38Z,Walmart's CFO on competing for tech talent: 'sòYou'sôre helping shape the future of retail on a massive scale'sô
2025-08-22T11:05:21Z,Mistaken Ghost Order Caused Worst India Trading Blunder in Years
2025-08-22T10:55:46Z,Links 8/22/2025
2025-08-22T10:49:05Z,Questioning the Corporation
2025-08-22T09:33:03Z,"Public Sector Pension Investment Board Purchases 1,036 Shares of A. O. Smith Corporation $AOS"
2025-08-22T09:28:57Z,R Systems Shares Rise 17% After Acquiring IT Firm Novigo
2025-08-22T09:24:47Z,Better Power-Demand Forecasting Vital to India's Renewable Goals
2025-08-22T09:21:41Z,Vijay Deverakonda calls Rashmika Mandanna 'Rushie' but what she calls him is even cuter
2025-08-22T09:00:02Z,Investors warn AI FOMO could be fueling a risky bubble in companies like OpenAI and Anthropic
2025-08-22T09:00:02Z,Airlines See Changes to Bookings Amid U.S. Immigration Crackdown
2025-08-22T08:53:50Z,"Bajaj Auto says rare earth supply eased, co resumes Chetak e-scooter deliveries"
2025-08-22T08:50:48Z,India-China ties on upswing amid Trump's tariff war: 4 things to know
2025-08-22T08:36:31Z,Penny stocks scam: Sebi raids Pune finfluencer Avadhut Sathe with 9 lakh YouTube subscribers
2025-08-22T08:07:10Z, BIG NEWS!  Muthoot Finance Exits Nabil Bank!  1.19M+ Shares Up For Grabs! 
2025-08-22T08:04:48Z,"Bengaluru, a lakhpati hub: Karnataka beats all states to top taxpayer charts"
2025-08-22T07:55:00Z,Apollo Hospitals'sô Suneeta Reddy sells 1.3% stake to reduce promoter debt
2025-08-22T07:37:57Z,Sebi panel recommends intraday position limits for index derivatives: Sources
2025-08-22T07:36:53Z,A. O. Smith Corporation (NYSE:AOS) Receives Consensus Rating of 'súHold'sù from Analysts
2025-08-22T07:32:59Z,UBS Securities bets on 3 cement stocks with up to 25% upside potential
2025-08-22T07:32:54Z,Eltek (NASDAQ:ELTK) Stock Price Passes Above 200 Day Moving Average 'sì Should You Sell?
2025-08-22T07:25:10Z,Morgan Stanley invests Rs 26 crore in a smallcap multibagger riding on LGD wave
2025-08-22T07:20:21Z,"Why is the stock market down today? Sensex drops over 500 pts, Nifty slips below 25,000 'sî 5 factors behind the slide"
2025-08-22T06:44:33Z,11 Small-Cap Stocks With Over 15% RoE for 3 Years; 2 Turned Multibaggers in FY26
2025-08-22T06:31:02Z,Brokerages Set Intercontinental Exchange Inc. (NYSE:ICE) Target Price at $194.92
2025-08-22T06:13:42Z,"Who is Avadhut Sathe, the Bollywood-style trading guru now under Sebi lens?"
2025-08-22T05:29:45Z,"Magnitude 5.6 earthquake strikes near Myanmar-India border, EMSC says"
2025-08-22T05:23:53Z,"How can businesses like Swiggy, Eternal, Honasa and PB Fintech benefit from reduced GST? Sunny Agrawal answers"
2025-08-22T04:51:04Z,IDBI Bank Shares Down On Profit Booking After 9% Rally
2025-08-22T04:29:39Z,Titagarh Rail Systems shares jump 3% on Rs 467 cr order win from GRSE
2025-08-22T04:05:00Z,Yes Bank shares in focus after lender reappoints Prashant Kumar as MD & CEO
2025-08-22T04:04:55Z,"Cartoonish Trump is making America a Caricature, and I should Know"
2025-08-22T03:41:13Z,Warburg-Backed Avanse Is Said to Mull IPO Delay on US Visa Rules
2025-08-22T03:38:12Z,OpenAI to Expand in India With First Office and Hiring Drive
2025-08-22T03:36:54Z,Sagility India Shares In Focus As Kotak Securities Initiates Coverage With 'Buy' Rating
2025-08-22T03:30:46Z,Q1 results led to Asia's biggest downgrades but 5 brokerages have over 90 stocks in buying list
2025-08-22T03:05:15Z,Options Traders on Edge as SEBI May Shake up Derivatives Again
2025-08-22T03:04:58Z,"Air India, Air India Express Post Rs 9,568-Crore Loss Before Tax In FY25"
2025-08-22T02:53:43Z,Vedanta shares in focus on announcing Rs 16 interim dividend amid legal hurdles
2025-08-22T02:40:10Z,"Kyndryl commits $2.25 billion to India, to set up AI lab in Bengaluru"
2025-08-22T02:28:21Z,"Vikram Solar IPO allotment. Check Status, GMP and other details"
2025-08-22T02:27:24Z,"Stock Picks Today: Pharmaceuticals, Restaurants, ITC, Wipro, Sagility On Brokerages' Radar"
2025-08-22T02:19:19Z,"At multi-year highs: L&T Finance, India Cements among 8 stocks witness 5-year swing high breakout"
2025-08-22T02:15:20Z,"Indian stock market ends higher on hopes of GST rate cut, rises for 6th straight session - www.lokmattimes.com"
2025-08-22T01:30:03Z,"Mint Quick Edit | Yes, Sebi must do more to discipline derivative trading"
2025-08-22T01:02:11Z,"China 'sòFirmly Stands'sô With India on Trump Tariffs, Envoy Says"
2025-08-22T01:00:19Z,Can Granules India leverage its strong product pipeline to offset recent profit declines?
2025-08-22T01:00:00Z,"Explore 44 Ancient Ruins From Around The World, From Pompeii To The Pyramids Of Mero√´"
2025-08-22T00:50:36Z,Macquarie Raises $405 Million for India EV Leasing Platform
2025-08-22T00:31:00Z,"Weighted call rate up amid GST outflows, VRRR funds lock-in"
2025-08-22T00:30:00Z,Foxconn subsidiary recalls around 300 engineers
2025-08-22T00:30:00Z,Online marketplaces prep brands for GST cut ahead of festive rush
2025-08-22T00:07:14Z,Sebi proposes regulation of grey market for unlisted companies to enhance price discovery and tax revenue
2025-08-22T00:06:00Z,US and China Are Thwarting India's Shot at $7 Trillion Solar Prize
2025-08-22T00:05:50Z,Oil Steady With Focus on India-Russia Trade Before Tariff Boost
2025-08-22T00:00:12Z,Vedanta demerger: Govt's key objections range from loans taken against national assets to liquidity concerns
2025-08-21T21:29:14Z,What's Going On With Oracle Stock?
2025-08-21T20:41:02Z,Stocks Settle Lower as Bond Yields Rise on Hawkish Fed Comments
2025-08-21T20:18:09Z,Flex LNG's bold $50 million buyback masks hidden concerns
2025-08-21T19:12:10Z,Etailers prepare brands for business in GST 2.0 era
2025-08-21T19:03:45Z,Menlo Security research finds use of shadow AI is booming
2025-08-21T18:58:03Z,News 8/22/25
2025-08-21T17:54:25Z,Wealthy Asian investors target 5% of portfolios in crypto as adoption broadens
2025-08-21T17:49:08Z,India 'perplexed' at US oil logic: Jaishankar defends energy trade with Russia
2025-08-21T17:44:00Z,"Blackstone-backed R Systems buys Novigo for Rs 400 cr, plus performance-linked stock"
2025-08-21T17:42:05Z,US IT firm Kyndryl to invest $2.25 billion in India over three years
2025-08-21T17:30:22Z,Google opens AI Mode globally with more personalized agentic capabilities
2025-08-21T17:21:36Z,sòClown show'sô: Green energy darlings promoted by Biden now fear the weather
2025-08-21T16:41:45Z,nse 1.2.9
2025-08-21T16:37:15Z,Sugar Prices Retreat on Expectations of Stronger Exports from India and Thailand
2025-08-21T16:15:35Z,Today's News in a Nutshell
2025-08-21T16:02:45Z,"Clean Science bulk deal: Norges Bank picks Rs 158 crore stake. Nippon, SBI MF among buyers"
2025-08-21T15:54:04Z,Ahead of Market: 10 things that will decide stock market action on Friday
2025-08-21T15:52:48Z,RBI Seeks Feedback on Appropriate Inflation Target for India
2025-08-21T15:15:26Z,Stocks Fall as Bond Yields Climb
2025-08-23T22:10:57Z,"Sources: Foxconn recalled ~300 Chinese engineers from its Indian plant making iPhone parts, replacing them with Taiwanese staff, its second such move in months"
2025-08-23T18:01:00Z,"Walmart Q2 sales increase by 4.6%, surpassing Wall Street expectations"
2025-08-23T16:44:30Z,Are you an avid investor? How well do you know corporate India?
2025-08-23T16:34:23Z,Will Bajaj Auto's domestic business get a facelift?
2025-08-23T16:09:58Z,"Tech Query: State Bank of India (SBI), Suzlon Energy, NTPC, Sula Vineyards; what is the outlook & where are these stocks headed?"
2025-08-23T15:59:35Z,"NSE, Tata Capital, SBI AMC, Lenskart, Pine Labs, HDFC Securities: Are unlisted shares a trap or opportunity for investors?"
2025-08-23T14:52:35Z,"Under Rs 1-lakh cr debt burden, Himachal to raise another Rs 1,500 crore loan"
2025-08-23T14:49:30Z,Zerodha CEO Nithin Kamath tells you how to become 'sòirreplaceable'sô amid rise of AI
2025-08-23T14:09:20Z,AIOCD calls for GST rate cuts on medicines
2025-08-23T13:14:27Z,Stress in small-cap MFs raises concern amid strong inflows
2025-08-23T12:41:47Z,"London School of Economics (LSE) vs Wharton School: All you need to know about courses, careers, and costs"
2025-08-23T12:31:41Z,Adani Ports unveils 70-acre logistics park in Kochi worth Rs 600 cr
2025-08-23T12:20:53Z,Yes Bank Receives RBI Nod For Japan's SMBC To Acquire Up To 24.99% Stake
2025-08-23T11:48:18Z,Japan's SMBC gets Indian central bank approval to buy up to 24.99% of Yes Bank
2025-08-23T11:45:25Z,India remains the world's strongest long-term market story: Jefferies'sô Christopher Wood at ET WLF
2025-08-23T11:38:15Z,Japan's SMBC gets RBI approval to buy up to 24.99% of Yes Bank
2025-08-23T10:58:46Z,GST buzz slows festive sales as India's aam aadmi awaits PM Modi's Diwali gift
2025-08-23T10:09:16Z,Onion growers allege financial loss due to non-transparent procurement
2025-08-23T09:47:22Z,"SBMC receives RBI nod for 25% stake acquisition in Yes Bank, not to be classified as promoter"
2025-08-23T08:31:35Z,Bank Holiday Today: Are Banks Open Or Closed On August 23? Check Status
2025-08-23T08:18:55Z,"10,273 Shares in India Fund, Inc. $IFN Bought by Aberdeen Group plc"
2025-08-23T08:18:53Z,"Aberdeen Group plc Makes New $342,000 Investment in MakeMyTrip Limited $MMYT"
2025-08-23T08:10:53Z,BHP Group Limited Sponsored ADR $BHP Shares Sold by Kovitz Investment Group Partners LLC
2025-08-23T08:04:48Z,"1,352,028 Shares in Integral Ad Science Holding Corp. $IAS Purchased by Nuveen LLC"
2025-08-23T08:02:48Z,Vanguard Group Inc. Has $106.30 Million Stake in Jamf Holding Corp. $JAMF
2025-08-23T08:00:59Z,American Century Companies Inc. Has $24.46 Million Stake in Norwegian Cruise Line Holdings Ltd. $NCLH
2025-08-23T08:00:50Z,Burberry Group (OTCMKTS:BURBY) and Shoe Carnival (NASDAQ:SCVL) Critical Contrast
2025-08-23T07:56:58Z,Ericsson (NASDAQ:ERIC) Rating Lowered to Buy at Wall Street Zen
2025-08-23T07:35:06Z,Columbia India Consumer ETF (NYSEARCA:INCO) Short Interest Update
2025-08-23T07:19:15Z,"Deutsche Bank AG Sells 3,811 Shares of HNI Corporation $HNI"
2025-08-23T07:08:55Z,Brokerages Set Genpact Limited (NYSE:G) Price Target at $51.29
2025-08-23T06:46:47Z,TaskUs (NASDAQ:TASK) Rating Increased to Strong-Buy at Zacks Research
2025-08-23T06:24:38Z,Promising Leisure Stocks To Watch Today 'sì August 21st
2025-08-23T06:01:02Z,Tata Capital IPO likely next month but unlisted shares down 8% in 1 month
2025-08-23T05:39:03Z,From 6X gains in 2024 to bear market pain in 2025. Is this smallcap multibagger stock a buy now?
2025-08-23T05:33:03Z,Critical Survey: Vipshop (NYSE:VIPS) and MakeMyTrip (NASDAQ:MMYT)
2025-08-23T05:24:29Z,Wall Street Zen Upgrades ICICI Bank (NYSE:IBN) to Hold
2025-08-23T05:00:02Z,Trump claimed that he's ended six (or seven) wars. Is there any truth to that?
2025-08-23T05:00:00Z,A model for smarter regulation of essential commodities
2025-08-23T03:57:57Z,"Coal India, REC among top 10 largecap stocks with highest dividend yield in 1 year"
2025-08-23T03:55:36Z,"Fund Manager Talk | Ajay Khandelwal on India @ 2047: Markets, shifts, and opportunities ahead"
2025-08-23T03:21:20Z,"Petrol, Diesel Fresh Prices Announced: Check Rates In Your City On August 23"
2025-08-22T22:45:30Z,Trump picks key aide Sergio Gor to be India ambassador
2025-08-22T21:05:28Z,Starbucks Throttles Operations at US Coffee Plants to Curb Costs
2025-08-22T20:38:59Z,Stocks Rally Sharply on Dovish Fed Chair Powell
2025-08-22T18:28:04Z,"Forest Soil Health Cards for J&K: DG, ICFRE"
2025-08-22T18:12:14Z,"Free Movement Regime helps map 42,000 Myanmar nationals since Dec: Biren Singh"
2025-08-22T16:03:39Z,SEBI Proposes Changes To Block Deal Rules
2025-08-22T16:00:00Z,Brent Crude Shrugs Off Stock Slump
2025-08-22T15:53:03Z,"Nifty rejig: IndiGo, Max Healthcare to replace IndusInd Bank, Hero MotoCorp"
2025-08-22T15:47:59Z,SEBI proposes revised closing auction session to set final stock prices
2025-08-22T15:47:59Z,SEBI proposes revised closing auction session to set final stock prices
2025-08-22T15:46:39Z,"IndiGo, Max Healthcare Set to Join India's Benchmark Nifty Index"
2025-08-22T15:25:36Z,"CRYPTO PUMPS AFTER JEROME POWELL SPEECH, ETH CLOSE TO ATH, ALTS & MEMES PUMP"
2025-08-22T15:03:32Z,Sebi proposes changes to block deal framework
2025-08-22T15:00:51Z,"Nifty Rejig: IndiGo, Max Health In, IndusInd Bank And Hero MotoCorp Out"
2025-08-22T15:00:08Z,"PUBG Mobile's ""blockbuster"" collaborations aren't stopping anytime soon"
2025-08-22T14:48:00Z,R Systems acquires Novigo to deepen agentic AI and low-code engineering capabilities
2025-08-22T14:29:00Z,HyOrc Corporation Announces Effective Market Name/Symbol Change; Advances Green Methanol Projects and Hydrogen Locomotive Program
2025-08-22T14:14:02Z,OpenAI says Namaste India; ET Startup Awards are back
2025-08-22T14:04:41Z,"OpenAI sets up a legal entity and plans to open its first office in India after launching ChatGPT Go, its cheapest plan, in the country on August 19"
2025-08-22T14:03:58Z,Mirae Asset Investment Managers to sharpen focus on Chennai
2025-08-22T14:03:58Z,Mirae Asset Investment Managers'sô AUM in Chennai rises to ‚Çπ3.32 lakh crore in 2025
2025-08-22T14:03:58Z,Mirae Asset Investment Managers'sô AUM in Chennai rises to ‚Çπ3.32 lakh crore in 2025
2025-08-22T14:00:00Z,"Efficiency analysis of listed pharmaceutical companies in China: A method combining three-stage DEA with undesirable output, PCA, and tobit regression"
2025-08-22T13:41:54Z,"'Don't Give Tips Or Advisory Services', Claims Finfluencer Avadhut Sathe Amid SEBI Scrutiny"
2025-08-22T13:01:17Z,Sebi issues advisory on social media entities touting FPI/FII market access; flags 5 misleading claims
2025-08-22T12:12:38Z,Trump's Tariff Threats Can'sôt Stand in the Way of India's Solar Goals
2025-08-22T11:50:38Z,Walmart's CFO on competing for tech talent: 'sòYou'sôre helping shape the future of retail on a massive scale'sô
2025-08-22T11:05:21Z,Mistaken Ghost Order Caused Worst India Trading Blunder in Years
2025-08-22T10:55:46Z,Links 8/22/2025
2025-08-22T10:49:05Z,Questioning the Corporation
2025-08-22T09:33:03Z,"Public Sector Pension Investment Board Purchases 1,036 Shares of A. O. Smith Corporation $AOS"
2025-08-22T09:28:57Z,R Systems Shares Rise 17% After Acquiring IT Firm Novigo
2025-08-22T09:24:47Z,Better Power-Demand Forecasting Vital to India's Renewable Goals
2025-08-22T09:21:41Z,Vijay Deverakonda calls Rashmika Mandanna 'Rushie' but what she calls him is even cuter
2025-08-22T09:00:02Z,Investors warn AI FOMO could be fueling a risky bubble in companies like OpenAI and Anthropic
2025-08-22T09:00:02Z,Airlines See Changes to Bookings Amid U.S. Immigration Crackdown
2025-08-22T08:53:50Z,"Bajaj Auto says rare earth supply eased, co resumes Chetak e-scooter deliveries"
2025-08-22T08:50:48Z,India-China ties on upswing amid Trump's tariff war: 4 things to know
2025-08-22T08:36:31Z,Penny stocks scam: Sebi raids Pune finfluencer Avadhut Sathe with 9 lakh YouTube subscribers
2025-08-22T08:07:10Z, BIG NEWS!  Muthoot Finance Exits Nabil Bank!  1.19M+ Shares Up For Grabs! 
2025-08-22T08:04:48Z,"Bengaluru, a lakhpati hub: Karnataka beats all states to top taxpayer charts"
2025-08-22T07:55:00Z,Apollo Hospitals'sô Suneeta Reddy sells 1.3% stake to reduce promoter debt
2025-08-22T07:37:57Z,Sebi panel recommends intraday position limits for index derivatives: Sources
2025-08-22T07:36:53Z,A. O. Smith Corporation (NYSE:AOS) Receives Consensus Rating of 'súHold'sù from Analysts
